Date,MMM,AXP,AMGN,AAPL,BA,CAT,CVX,CSCO,KO,DOW,GS,HD,HON,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,CRM,TRV,UNH,VZ,V,WBA,WMT,DIS,IBM,PG
2017-07-03,209.8300018310547,85.0999984741211,172.8000030517578,35.875,198.58999633789062,106.97000122070312,106.30000305175781,31.329999923706055,44.7599983215332,,227.27999877929688,154.00999450683594,128.1542510986328,33.459999084472656,132.89999389648438,92.75,152.5,64.2699966430664,68.16999816894531,58.650001525878906,86.0999984741211,127.33999633789062,186.64999389648438,45.0,93.3499984741211,78.12999725341797,75.36000061035156,107.45999908447266,,
2017-07-05,209.75999450683594,84.88999938964844,174.25999450683594,36.022499084472656,201.80999755859375,107.48999786376953,104.62000274658203,31.110000610351562,44.81999969482422,,228.0399932861328,152.69000244140625,128.2405242919922,34.34000015258789,133.63999938964844,93.68000030517578,153.07000732421875,64.16000366210938,69.08000183105469,57.560001373291016,87.5,126.37000274658203,188.25,44.650001525878906,94.01000213623047,78.63999938964844,75.31999969482422,105.62999725341797,,
2017-07-06,208.02000427246094,83.73999786376953,171.72000122070312,35.682498931884766,201.47999572753906,106.51000213623047,103.81999969482422,30.719999313354492,44.400001525878906,,226.69000244140625,152.0500030517578,127.82838439941406,33.630001068115234,132.52000427246094,93.37999725341797,153.08999633789062,63.099998474121094,68.56999969482422,57.15999984741211,86.8499984741211,126.18000030517578,186.94000244140625,43.52000045776367,93.25,77.72000122070312,75.47000122070312,103.3499984741211,,
2017-07-07,209.58999633789062,84.33000183105469,171.42999267578125,36.04499816894531,202.3699951171875,106.91999816894531,103.48999786376953,30.899999618530273,44.38999938964844,,225.27999877929688,152.22999572753906,128.54722595214844,33.880001068115234,132.5399932861328,93.8499984741211,156.27000427246094,63.15999984741211,69.45999908447266,57.97999954223633,87.91999816894531,127.16999816894531,187.9600067138672,43.47999954223633,93.91999816894531,77.47000122070312,75.33000183105469,103.31999969482422,,
2017-07-10,210.49000549316406,84.30000305175781,172.1999969482422,36.26499938964844,203.9600067138672,107.83999633789062,103.04000091552734,30.979999542236328,44.380001068115234,,225.83999633789062,151.17999267578125,129.09353637695312,33.650001525878906,131.5500030517578,93.19000244140625,155.52000427246094,62.83000183105469,69.9800033569336,58.72999954223633,88.5,125.7699966430664,186.9499969482422,43.20000076293945,95.08999633789062,77.16000366210938,73.2300033569336,103.58999633789062,,
2017-07-11,209.66000366210938,84.16000366210938,173.32000732421875,36.38249969482422,206.27000427246094,108.23999786376953,103.12000274658203,31.09000015258789,44.33000183105469,,226.9499969482422,150.60000610351562,128.64306640625,33.91999816894531,131.22999572753906,92.83000183105469,154.91000366210938,62.34000015258789,69.98999786376953,58.18000030517578,88.3499984741211,125.05000305175781,185.9499969482422,42.88999938964844,95.41000366210938,77.29000091552734,73.47000122070312,103.83999633789062,,
2017-07-12,211.3000030517578,84.81999969482422,173.27000427246094,36.435001373291016,206.44000244140625,108.95999908447266,103.88999938964844,31.15999984741211,44.5099983215332,,227.38999938964844,152.58999633789062,129.1702117919922,34.25,132.22999572753906,92.51000213623047,156.5800018310547,62.779998779296875,71.1500015258789,58.220001220703125,90.4000015258789,125.25,186.69000244140625,43.220001220703125,96.18000030517578,77.5199966430664,73.94000244140625,104.37999725341797,,
2017-07-13,211.08999633789062,85.37000274658203,175.0399932861328,36.942501068115234,206.22999572753906,108.47000122070312,104.12999725341797,31.270000457763672,44.43000030517578,,230.39999389648438,153.2899932861328,129.70693969726562,34.2400016784668,131.86000061035156,93.0999984741211,155.0399932861328,62.88999938964844,71.7699966430664,57.939998626708984,89.56999969482422,125.43000030517578,185.47999572753906,43.4900016784668,95.94000244140625,78.01000213623047,75.05000305175781,104.29000091552734,,
2017-07-14,211.77000427246094,85.27999877929688,177.1300048828125,37.2599983215332,208.50999450683594,108.7699966430664,104.44000244140625,31.420000076293945,44.68000030517578,,228.60000610351562,152.8800048828125,130.18617248535156,34.68000030517578,132.60000610351562,92.25,155.27999877929688,63.060001373291016,72.77999877929688,58.0,90.0,125.72000122070312,186.89999389648438,43.560001373291016,96.93000030517578,78.91000366210938,76.33999633789062,105.08999633789062,,
2017-07-17,211.67999267578125,85.22000122070312,177.39999389648438,37.38999938964844,209.0,108.83999633789062,104.20999908447266,31.5,44.72999954223633,,229.25999450683594,153.88999938964844,129.6398468017578,34.470001220703125,132.14999389648438,91.38999938964844,155.25999450683594,62.61000061035156,73.3499984741211,57.790000915527344,89.29000091552734,126.2300033569336,186.35000610351562,43.65999984741211,96.83000183105469,79.18000030517578,76.37000274658203,104.79000091552734,,
2017-07-18,211.30999755859375,85.5199966430664,177.47999572753906,37.52000045776367,208.24000549316406,107.06999969482422,103.72000122070312,31.510000228881836,44.66999816894531,,223.30999755859375,152.1699981689453,129.57276916503906,34.529998779296875,134.4600067138672,91.06999969482422,153.9600067138672,62.40999984741211,73.30000305175781,57.650001525878906,89.2699966430664,125.52999877929688,186.85000610351562,43.36000061035156,97.58000183105469,78.66999816894531,76.19999694824219,105.75,,
2017-07-19,212.10000610351562,85.93000030517578,179.17999267578125,37.755001068115234,210.8800048828125,107.8499984741211,104.45999908447266,31.899999618530273,44.83000183105469,,222.8699951171875,153.3000030517578,130.4928741455078,34.560001373291016,135.2100067138672,91.19999694824219,153.88999938964844,62.619998931884766,73.86000061035156,57.77000045776367,89.55999755859375,126.45999908447266,189.19000244140625,43.45000076293945,98.25,79.55999755859375,75.87000274658203,106.81999969482422,,
2017-07-20,212.4499969482422,85.3499984741211,179.32000732421875,37.584999084472656,210.27999877929688,107.31999969482422,104.62999725341797,31.860000610351562,44.81999969482422,,222.3000030517578,147.02999877929688,129.3427276611328,34.75,136.57000732421875,91.19999694824219,154.2100067138672,62.939998626708984,74.22000122070312,59.099998474121094,90.54000091552734,124.56999969482422,191.5,44.220001220703125,98.11000061035156,79.80000305175781,76.0199966430664,107.36000061035156,,
2017-07-21,211.16000366210938,85.58999633789062,180.2100067138672,37.567501068115234,212.13999938964844,106.58999633789062,103.25,31.84000015258789,45.029998779296875,,220.17999267578125,146.64999389648438,130.6845703125,34.72999954223633,135.30999755859375,90.88999938964844,153.9199981689453,62.630001068115234,73.79000091552734,59.95000076293945,89.69000244140625,125.1500015258789,191.77999877929688,44.22999954223633,99.5999984741211,78.9000015258789,76.1500015258789,107.08999633789062,,
2017-07-24,210.0,85.0,181.05999755859375,38.022499084472656,212.17999267578125,108.18000030517578,103.19999694824219,31.860000610351562,44.84000015258789,,218.17999267578125,144.5800018310547,131.98805236816406,34.5,133.00999450683594,91.27999877929688,151.85000610351562,62.56999969482422,73.5999984741211,58.95000076293945,89.66999816894531,126.37999725341797,190.88999938964844,43.709999084472656,100.37000274658203,79.5999984741211,76.88999938964844,107.0,,
2017-07-25,199.38999938964844,85.41000366210938,180.88999938964844,38.185001373291016,212.4600067138672,114.54000091552734,104.38999938964844,32.119998931884766,45.2400016784668,,221.5800018310547,146.97000122070312,131.5471649169922,34.66999816894531,131.8800048828125,92.80000305175781,159.07000732421875,62.36000061035156,74.19000244140625,59.38999938964844,90.62999725341797,127.45999908447266,190.39999389648438,43.97999954223633,99.98999786376953,80.05999755859375,78.5199966430664,106.41999816894531,,
2017-07-26,199.02999877929688,85.30000305175781,175.88999938964844,38.3650016784668,233.4499969482422,113.5199966430664,105.12000274658203,31.65999984741211,45.7400016784668,,222.25,146.69000244140625,132.7356414794922,34.75,130.9499969482422,91.93000030517578,156.50999450683594,61.79999923706055,74.05000305175781,58.36000061035156,91.06999969482422,126.0,190.75,44.400001525878906,100.8499984741211,78.68000030517578,78.9000015258789,106.94000244140625,,
